position,rec_id,year,country,commodity,location,fac_name,fac_type,dmslat,dmslong,latitude,longitude,precision,mm,op_comp,maininvest,othinvest,status,capacity,units,notes,cite
340,340,2007,Brunei,"Petroleum: refined","Belait District of Seria","Refinery at Seria",Plant,"04. 37'  N","114. 20'  E",4.62,114.34,F,,"Brunei Shell Petroleum Co. Sdn. Bhd. (BSP) operator","Seria Oil Refinery",,Active,10000,"barrels per day",,847
341,341,2007,Burma,Cement,"Kyaukse, Mandalay Division","Hsinmin cement plant",Plant,"21. 37'  N","096. 08'  E",21.62,96.13,A,,"Union of Myanmar Economic Holdings Limited",,,Active,146000,"metric tons per year",,847
342,342,2007,Burma,Coal,"Sagaing Division, near Kalewa","Kalewa coal mine",Mine,"23. 12'  N","094. 18'  E",23.2,94.3,A,,"No. 3 Mining Enterprise",,,Active,13000,"metric tons per year",,847
343,343,2007,Burma,Copper,"Monywa Region, central Burma","Monywa Copper Project - the Monywa Refinery",Plant,"22. 07'  N","095. 02'  E",22.12,95.04,F,,"Mining Enterprise No.1","Mining Enterprise No.1 (50%)",,Active,40000,"metric tons per year","Combined capacity for positions 343.344.",847
344,344,2007,Burma,Copper,"Monywa Region, central Burma","Monywa Copper Project - the S&K Mine",Mine,"22. 07'  N","095. 02'  E",22.12,95.04,F,,"Mining Enterprise No.1","Mining Enterprise No.1 (50%)",,Active,40000,"metric tons per year","Combined capacity for positions 343.344.",847
345,345,2007,Burma,Fertilizer,"Kyaw Zwar, central Burma","No. 3 Fertilizer plant at Kyaw Zwar",Plant,"19. 18'  N","095. 11'  E",19.3,95.18,F,,"Myanmar Petrochemical Enterprise","Myanmar Petrochemical Enterprise (100%)",,Active,219000,"metric tons per year",,847
346,346,2007,Burma,Fertilizer,"Sales, 190 kilometers southwest of Mandalay","No. 1 Fertilizer plant at Sales",Plant,"21. 18'  N","094. 47'  E",21.3,94.78,A,,"Myanmar Petrochemical Enterprise","Myanmar Petrochemical Enterprise (100%)",,Active,94900,"metric tons per year",,847
347,347,2007,Burma,Fertilizer,"Kyun Chaung, central Burma","No. 2 Fertilizer plant at Kyun Chaung",Plant,"23. 32'  N","094. 19'  E",23.53,94.31,A,,"Myanmar Petrochemical Enterprise","Myanmar Petrochemical Enterprise (100%)",,Active,75555,"metric tons per year",,847
348,348,2007,Burma,"Gas: natural","Offshore of Moattama, Gulf of Martaban","Yadana gas field","Oil, Gas","15. 51'  N","096. 13'  E",15.85,96.21,A,,"Total E&P Myanmar","Total E&P Myanmar (31.24%),","Unocal Myanmar  (28.26%), PTTEP International Limited (25.5%), Myanmar Oil & Gas Enterprise (MOGE)(15%)",Active,7227,"million cubic meters per year",,847
349,349,2007,Burma,"Gas: natural","Offshore of Tanintharyi","Yetagun gas field near Tanintharyi","Oil, Gas","12. 51'  N","098. 38'  E",12.85,98.63,A,,"Petronas Carigali Myanmar Inc.","Petronas Carigali Myanmar Inc. (40.91%),","Myanmar Oil & Gas Enterprise (MOGE) (20.45%), PTTEP International Limited (19.32%), and Nippon Oil Exploration (Myanmar) Limited (19.32%)",Active,4635,"million cubic meters per year",,847
350,350,2007,Burma,"Gas: natural","South of Yangon","Mann oil field","Oil, Gas","16. 37'  N","096. 17'  E",16.61,96.29,A,,"Myanmar Petroleum Resources Limited and Myanmar Oil & Gas Enterprise (MOGE)","Myanmar Petroleum Resources Limited and Myanmar Oil & Gas Enterprise (MOGE)",,Active,37,"million cubic meters per year",,847
351,351,2007,Burma,"Petroleum: crude","South of Yangon","Mann oil field","Oil, Gas","16. 37'  N","096. 17'  E",16.61,96.29,A,,"Myanmar Petroleum Resources Limited and Myanmar Oil & Gas Enterprise (MOGE)","Myanmar Petroleum Resources Limited and Myanmar Oil & Gas Enterprise (MOGE)",,Active,876,"thousand 42-gallon barrels per day",,847
352,352,2007,Burma,"Petroleum: refined","Thanlyin, Yangon","No. 1 refinery at Thanlyin",Plant,"16. 45'  N","096. 13'  E",16.75,96.22,F,,"Myanmar Petrochemical Enterprise","Myanmar Petrochemical Enterprise, 100% state-owned",,Active,9490,"thousand 42-gallon barrels per day",,847
353,353,2007,Burma,"Petroleum: refined","Thanbayakan, Central Burma","No. 3 refinery at Thanbayakan",Plant,"16. 38'  N","097. 21'  E",16.64,97.35,A,,"Myanmar Petrochemical Enterprise","Myanmar Petrochemical Enterprise, 100% state-owned",,Active,9125,"thousand 42-gallon barrels per day",,847
354,354,2007,Burma,"Petroleum: refined","Chauk, Central Burma","No. 2 refinery at Chauk",Plant,"20. 54'  N","094. 49'  E",20.9,94.82,F,,"Myanmar Petrochemical Enterprise","Myanmar Petrochemical Enterprise, 100% state-owned",,Active,2190,"thousand 42-gallon barrels per day",,847
355,355,2007,Burma,Steel,Yangon,"POSCO steel plant",Plant,"16. 49'  N","096. 13'  E",16.81,96.22,A,,"Myanmar POSCO Steel Co. Ltd.","Myanmar POSCO Steel Co. Ltd. (70%)",,Active,30000,"metric tons per year",,847
356,356,2007,Cambodia,Cement,"Touk Meas District, Kampot Province","Plant at Touk Meas District",Plant,"10. 40'  N","104. 34'  E",10.67,104.57,A,,"Kampot Cement Co. Ltd. (an affiliate of Saim Cement Industry Co. Ltd. of Thailand)",,,Active,1000,"thousand metric tons per year",,847
357,357,2007,Cambodia,Gemstone,"Anlong Krapeu-preak Bey, Samlot District, Battambang Province","Mine at Anlong Krapeu-preak Bey",Mine,"12. 40'  N","102. 44'  E",12.67,102.74,A,,"Jirech International Cambodia Construction and Import-Export Co. Ltd.",,,Active,0,,,847
358,358,2007,Cambodia,Gemstone,"Loamphat District, Ratanakiri Province","Mine at Loamphat District",Mine,"13. 30'  N","106. 59'  E",13.5,106.98,A,,"Seoul Digem Cambodia Co. Ltd.",,,Active,0,,,847
359,359,2007,Cambodia,Gemstone,"Pating Thom Village, Ting Chak Commune, Borkeo District, Ratanakiri Province","Mine at Pating Thom Village",Mine,"13. 50'  N","107. 00'  E",13.83,107,A,,"Ultra Marine Kiri (Cambodia) Ltd.",,,Active,0,,,847
360,360,2007,Cambodia,Gemstone,"Pailin City, Phnom Trop","Mine near Pailin City",Mine,"12. 51'  N","102. 37'  E",12.85,102.61,A,,"Sonuba Cahm Industries Co. Ltd.",,,Active,0,,,847
361,361,2007,Cambodia,Gemstone,"Sen Chauv, Samlot District, Battambang Province","Mine at Sen Chauv, Samlot District",Mine,"12. 40'  N","102. 44'  E",12.67,102.74,A,,"Ultra Marine Kiri (Cambodia) Ltd.",,,Active,0,,,847
362,362,2007,Cambodia,Granite,"Svay Chreas District,  Kracheh Province","Mine at Svay Chreas District",Mine,"12. 19'  N","106. 18'  E",12.32,106.3,F,,TTY-RITHYMEXICO,,,Active,0,,,847
363,363,2007,Cambodia,Limestone,"East Touk Meas, Banteay Meas District, Kampot Province","Mine at East Touk Meas, Banteay Meas District",Mine,"10. 41'  N","104. 32'  E",10.69,104.53,F,,"United International (Cambodia) Foreign Investment Group Company Ltd.",,,Active,0,,,847
364,364,2007,Cambodia,Limestone,"Phnom Laang Laan Commune, Donghtung District, Kampot Province","Mine at Phnom Laang Laan Commune, Donghtung District",Mine,"10. 37'  N","104. 11'  E",10.62,104.18,A,,"Thai Boon Roon Cement Co. Ltd.",,,Active,0,,,847
365,365,2007,Cambodia,Limestone,"Tatung, Kampot Province","Mine at Tatung, Kampot Province",Mine,"10. 37'  N","104. 11'  E",10.62,104.18,A,,"Kampot Cement Co. Ltd.",,,Active,1500,"thousand metric tons per year",,847
366,366,2007,China,Alumina,"Zhengzhou, Henan","Plant at Zhengzhou",Plant,"34. 46'  N","113. 36'  E",34.77,113.6,A,,"Zhengzhou Aluminum Plant","Aluminum Corporation of China (Chinalco)",,Active,3000,"thousand metric tons per year",,847
367,367,2007,China,Alumina,"Zhengzhou, Henan","Plant at Zhengzhou",Plant,"34. 46'  N","113. 36'  E",34.77,113.6,A,,"Zhengzhou Aluminum Plant","Aluminum Corporation of China (Chinalco)",,Active,2600,"thousand metric tons per year",,847
368,368,2007,China,Alumina,"Hejin, Shanxi","Plant at Hejin",Plant,"35. 37'  N","110. 39'  E",35.62,110.65,F,,"Shanxi Aluminum Plant","Aluminum Corporation of China (Chinalco)",,Active,2200,"thousand metric tons per year",,847
369,369,2007,China,Alumina,"Chiping, Shandong","Plant at Chiping",Plant,"36. 37'  N","116. 14'  E",36.62,116.23,F,,"Shandong Huayu Alumina Co. Ltd.","Shandong Chiping Xinfa Aluminum and Electricity Group",,Active,1800,"thousand metric tons per year",,847
370,370,2007,China,Alumina,"Zouping, Shandong","Plant at Zouping",Plant,"36. 54'  N","117. 46'  E",36.9,117.77,A,,"Bingzhou Weiqiao Aluminum Co.",,,Active,1600,"thousand metric tons per year",,847
371,371,2007,China,Alumina,"Zibo, Shandong","Plant at Zibo",Plant,"36. 50'  N","118. 04'  E",36.83,118.07,A,,"Shandong Aluminum  Plant","Aluminum Corporation of China (Chinalco)",,Active,1500,"thousand metric tons per year",,847
372,372,2007,China,Alumina,"Guiyang, Guizhou","Plant at Guiyang",Plant,"26. 41'  N","106. 39'  E",26.68,106.65,A,,"Guizhou Aluminum Plant","Aluminum Corporation of China (Chinalco)",,Active,1200,"thousand metric tons per year",,847
373,373,2007,China,Alumina,"Luoyang, Henan","Plant at Luoyang",Plant,"34. 37'  N","112. 29'  E",34.61,112.48,A,,"Luoyang Wanji Xiangjiang Aluminum Co. Ltd.",,,Active,1200,"thousand metric tons per year",,847
374,374,2007,China,Alumina,"Pingguo, Guangxi","Plant at Pingguo",Plant,"23. 20'  N","107. 30'  E",23.34,107.5,A,,"Pingguo Aluminum Co.","Aluminum Corporation of China (Chinalco)",,Active,1200,"thousand metric tons per year",,847
375,375,2007,China,Alumina,"Sanmenxia, Henan","Plant at Sanmenxia",Plant,"34. 44'  N","111. 14'  E",34.74,111.24,A,,"Yangquan Coalmine Aluminum (Sanmenxia) Co. Ltd.",,,Active,1200,"thousand metric tons per year",,847
376,376,2007,China,Alumina,"Sanmenxia, Henan","Plant at Sanmenxia",Plant,"34. 46'  N","111. 12'  E",34.76,111.2,A,,"East Hope (Sanmenxia) Aluminum Co. Ltd.",,,Active,1200,"thousand metric tons per year",,847
377,377,2007,China,Alumina,"Yuanping, Shanxi","Plant at Yuanping",Plant,"38. 44'  N","112. 44'  E",38.74,112.73,A,,"Shanxi Luneng Jinbei Aluminum Co. Ltd.",,,Active,1000,"thousand metric tons per year",,847
378,378,2007,China,Alumina,"Mianchi, Henan","Mine at Mianchi",Mine,"34. 44'  N","111. 55'  E",34.73,111.91,F,,"Yixiang Aluminum Co.","Henan Yima Coal Group",,Active,600,"thousand metric tons per year",,847
379,379,2007,China,Alumina,"Pingdingshan, Henan","Plant at Pingdingshan",Plant,"33. 49'  N","112. 55'  E",33.82,112.92,F,,"Pingdingshan Huiyuan Chemical Co.",,,Active,300,"thousand metric tons per year",,847
380,380,2007,China,Alumina,"Yicheng, Hebei","Plant at Yicheng",Plant,"36. 52'  N","114. 16'  E",36.86,114.27,F,,"Guanxiangxia Aluminum Co. Ltd.",,,Active,200,"thousand metric tons per year",,847
381,381,2007,China,Alumina,Chongqing,"Plant in Chongqing",Plant,"29. 23'  N","107. 32'  E",29.39,107.54,A,,"Chongqing Dingtai Tuoyuan Alumina Co.",,,Active,150,"thousand metric tons per year",,847
382,382,2007,China,Alumina,Chongqing,"Plant in Chongqing",Plant,"29. 10'  N","107. 06'  E",29.16,107.1,A,,"Nanchuan Pioneer Alumina Co.",,,Active,150,"thousand metric tons per year",,847
383,383,2007,China,Aluminum,"Yichuan, Henan","Plant at Yichuan",Plant,"34. 25'  N","112. 25'  E",34.42,112.42,A,,"Yichuan Yugang Longquan Aluminum Co.",,,Active,600,"thousand metric tons per year",,847
384,384,2007,China,Aluminum,"Qingtongxia, Ningxia","Plant at Qingtongxia",Plant,"37. 59'  N","105. 56'  E",37.98,105.93,F,,"Qingtongxia Aluminum Plant",,,Active,560,"thousand metric tons per year",,847
385,385,2007,China,Aluminum,"Xining, Qinghai","Plant at Xining",Plant,"36. 40'  N","101. 40'  E",36.67,101.67,A,,"Qinghai Aluminum Smelter","Aluminum Corporation of China (Chinalco)",,Active,560,"thousand metric tons per year",,847
386,386,2007,China,Aluminum,"Kunming, Yunnan","Plant at Kunming",Plant,"25. 01'  N","102. 37'  E",25.01,102.62,F,,"Yunnan Aluminum Plant",,,Active,500,"thousand metric tons per year",,847
387,387,2007,China,Aluminum,"Jiaozuo, Henan","Plant at Jiaozuo",Plant,"35. 14'  N","113. 10'  E",35.24,113.17,A,,"Jiaozuo Wanfang Aluminum Co. Ltd.",,,Active,420,"thousand metric tons per year",,847
388,388,2007,China,Aluminum,"Guiyang, Guizhou","Plant at Guiyang",Plant,"26. 39'  N","106. 41'  E",26.65,106.68,A,,"Guizhou Aluminum Plant","Aluminum Corporation of China (Chinalco)",,Active,400,"thousand metric tons per year",,847
389,389,2007,China,Aluminum,"Hejin, Shanxi","Plant at Hejin",Plant,"35. 37'  N","110. 39'  E",35.62,110.65,F,,"Huaze Aluminum and Power Co. Ltd.",,,Active,400,"thousand metric tons per year",,847
390,390,2007,China,Aluminum,"Mianchi, Henan","Plant at Mianchi",Plant,"34. 44'  N","111. 55'  E",34.73,111.91,F,,"Henan Huanghe Mianchi Aluminum Plant",,,Active,400,"thousand metric tons per year",,847
391,391,2007,China,Aluminum,"Pingguo, Guangxi","Plant at Pingguo",Plant,"23. 20'  N","107. 30'  E",23.34,107.5,F,,"Pingguo Aluminum Co.","Aluminum Corporation of China (Chinalco)",,Active,380,"thousand metric tons per year",,847
392,392,2007,China,Aluminum,"Chiping, Shandong","Plant at Chiping",Plant,"36. 36'  N","116. 13'  E",36.6,116.21,A,,"Shandong Chiping Xinfa Aluminum and Power Group",,,Active,360,"thousand metric tons per year",,847
393,393,2007,China,Aluminum,"Datong, Qinghai","Plant at Datong",Plant,"36. 53'  N","101. 44'  E",36.88,101.73,F,,"Qiaotou Aluminum Co. Electrolysis Branch",,,Active,350,"thousand metric tons per year",,847
394,394,2007,China,Aluminum,"Baotou, Nei Mongol","Plant at Baotou",Plant,"40. 39'  N","109. 56'  E",40.65,109.93,F,,"East Hope Aluminum Plant",,,Active,330,"thousand metric tons per year",,847
395,395,2007,China,Aluminum,"Longkou, Shandong","Plant at Longkou",Plant,"37. 40'  N","120. 19'  E",37.66,120.32,A,,"Shandong Nanshan Industry Co. Ltd.","Aluminum Corporation of China (Chinalco)",,Active,280,"thousand metric tons per year",,847
396,396,2007,China,Aluminum,"Baotou, Gansu","Plant at Baotou",Plant,"40. 39'  N","109. 49'  E",40.65,109.82,A,,"East Hope Aluminum Plant",,,Active,250,"thousand metric tons per year",,847
397,397,2007,China,Aluminum,"Baotou, Nei Mongol","Plant at Baotou",Plant,"40. 39'  N","109. 49'  E",40.65,109.82,A,,"Baotou Aluminum Plant",,,Active,250,"thousand metric tons per year",,847
398,398,2007,China,Aluminum,"Tongchuan, Shaanxi","Plant at Tongchuan",Plant,"34. 53'  N","108. 58'  E",34.88,108.97,A,,"Tongchuan Xingguang Aluminum Co. Ltd.",,,Active,250,"thousand metric tons per year",,847
399,399,2007,China,Aluminum,"Zouping, Shandong","Plant at Zouping",Plant,"36. 54'  N","117. 46'  E",36.9,117.77,A,,"Bingzhou Weiqiao Aluminum Co.",,,Active,250,"thousand metric tons per year",,847
400,400,2007,China,Aluminum,"Lanzhou, Gansu","Plant at Lanzhou",Plant,"36. 04'  N","103. 47'  E",36.06,103.79,A,,"Liancheng Aluminum Plant",,,Active,235,"thousand metric tons per year",,847
401,401,2007,China,Aluminum,"Lanzhou, Gansu","Plant at Lanzhou",Plant,"36. 04'  N","103. 47'  E",36.06,103.79,A,,"Lanzhou Aluminum Plant",,,Active,210,"thousand metric tons per year",,847
402,402,2007,China,Aluminum,"Taoyuan, Hunan","Plant at Taoyuan",Plant,"28. 54'  N","111. 29'  E",28.9,111.48,A,,"Hunan Chuanquan Aluminum Co. Ltd.",,,Active,210,"thousand metric tons per year",,847
403,403,2007,China,Aluminum,"Yuncheng, Shanxi","Plant at Yuncheng",Plant,"35. 01'  N","110. 59'  E",35.02,110.99,A,,"Shanxi Guanlu Aluminum Co. Ltd.",,,Active,210,"thousand metric tons per year",,847
404,404,2007,China,Aluminum,"Yongcheng, Henan","Plant at Yongcheng",Plant,"33. 56'  N","116. 26'  E",33.94,116.43,A,,"Henan Shenhuo Aluminum-Electricity Co. Ltd.",,,Active,200,"thousand metric tons per year",,847
405,405,2007,China,Aluminum,"Fushun, Liaoning","Plant at Fushun",Plant,"41. 52'  N","123. 55'  E",41.86,123.92,A,,"Fushun Aluminum Plant",,,Active,190,"thousand metric tons per year",,847
406,406,2007,China,Aluminum,"Gongyi, Henan","Plant at Gongyi",Plant,"34. 46'  N","113. 01'  E",34.77,113.02,A,,"Henan Zongfu Industry Co. Ltd.",,,Active,180,"thousand metric tons per year",,847
407,407,2007,China,Aluminum,"Luoyang, Henan","Plant at Luoyang",Plant,"34. 41'  N","112. 23'  E",34.68,112.39,A,,"Henan Wanji Aluminum Co. Ltd.",,,Active,180,"thousand metric tons per year",,847
408,408,2007,China,Aluminum,"Shangqiu, Henan","Plant at Shangqiu",Plant,"34. 27'  N","115. 39'  E",34.45,115.65,A,,"Shangqiu Aluminum Smelter",,,Active,180,"thousand metric tons per year",,847
409,409,2007,China,Aluminum,"Baiyin, Gansu","Plant at Baiyin",Plant,"36. 33'  N","104. 13'  E",36.55,104.21,A,,"Baiyin Aluminum Plant",,,Active,150,"thousand metric tons per year",,847
410,410,2007,China,Aluminum,"Zouping, Shandong","Plant at Zouping",Plant,"36. 54'  N","117. 46'  E",36.9,117.77,A,,"Zouping Aluminum Co. Ltd.",,,Active,150,"thousand metric tons per year",,847
411,411,2007,China,Aluminum,"Fecheng, Shandong","Plant at Fecheng",Plant,"36. 43'  N","121. 14'  E",36.71,121.24,A,,"Taishan Aluminum-Power Co. Ltd.",,,Active,125,"thousand metric tons per year",,847
412,412,2007,China,Aluminum,"Zibo, Shandong","Plant at Zibo",Plant,"36. 44'  N","118. 06'  E",36.74,118.1,A,,"Shandong Aluminum Plant",,,Active,120,"thousand metric tons per year",,847
413,413,2007,China,Aluminum,"Xining, Qinghai","Plant at Xining",Plant,"36. 40'  N","101. 40'  E",36.67,101.67,A,,"Qinghai West Mining Baihe Aluminum Co. Ltd.",,,Active,112,"thousand metric tons per year",,847
414,414,2007,China,Aluminum,"Danjiangkou, Hubei","Plant at Danjiangkou",Plant,"32. 32'  N","111. 31'  E",32.53,111.51,A,,"Hanjiang Danjiangkou Aluminum Co. Ltd.",,,Active,110,"thousand metric tons per year",,847
415,415,2007,China,Aluminum,"Sanmenxia, Henan","Plant at Sanmenxia",Plant,"34. 46'  N","111. 11'  E",34.77,111.18,A,,"Sanmenxia Tianyuan Aluminum Co. Ltd.",,,Active,110,"thousand metric tons per year",,847
416,416,2007,China,Aluminum,"Taiyuan, Shanxi","Plant at Taiyuan",Plant,"37. 47'  N","112. 29'  E",37.78,112.48,A,,"New Oriental Aluminum Co.",,,Active,75,"thousand metric tons per year",,847
417,417,2007,China,Aluminum,"Zhengzhou, Henan","Plant at Zhengzhou",Plant,"34. 46'  N","113. 36'  E",34.77,113.6,A,,"Zhengzhou Aluminum Plant","Aluminum Corporation of China (Chinalco)",,Active,60,"thousand metric tons per year",,847
418,418,2007,China,Antimony,"Lengshuijiang, Hunan","Mine at Lengshuijiang",Mine,"27. 41'  N","111. 26'  E",27.68,111.44,A,,"Xikuangshan Twinkling Star Co. Ltd.",,,Active,37,"thousand metric tons per year",,847
419,419,2007,China,Antimony,"Hechi, Guangxi","Mine at Hechi",Mine,"24. 43'  N","108. 05'  E",24.71,108.09,A,,"Huaxi (China Tin) Group Industrial Co.",,,Active,25,"thousand metric tons per year",,847
420,420,2007,China,Asbestos,"Baotou, Nei Mongol","Mine at Baotou",Mine,"40. 39'  N","109. 49'  E",40.65,109.82,A,,"China National Nonmetallic Industry Corp.",,,Active,130,"thousand metric tons per year",,847
421,421,2007,China,Asbestos,"Lai Yuan, Shanxi","Mine at Lai Yuan",Mine,"37. 10'  N","112. 31'  E",37.17,112.51,A,,"China National Nonmetallic Industry Corp.",,,Active,130,"thousand metric tons per year",,847
422,422,2007,China,Asbestos,"Lu Liang, Shanxi","Mine at Lu Liang",Mine,"25. 03'  N","103. 45'  E",25.05,103.75,A,,"China National Nonmetallic Industry Corp.",,,Active,130,"thousand metric tons per year",,847
423,423,2007,China,Barite,"Xiangshou, Guizhou","Mine at Xiangshou",Mine,"23. 58'  N","109. 41'  E",23.97,109.68,A,,"China National Nonmetallic Industry Corp.",,,Active,0,,,847
424,424,2007,China,Bismuth,"Shizhuyuan, Hunan","Plant at Shizhuyuan",Plant,"25. 48'  N","113. 02'  E",25.8,113.03,A,,"Shizhuyuan Nonferrous Metals Co. Ltd.",,,Active,1000,"metric tons per year",,847
425,425,2007,China,Bismuth,"Zhuzhou, Hunan","Plant at Zhuzhou",Plant,"29. 31'  N","113. 22'  E",29.52,113.37,A,,"Zhuzhou Smelter (Zhuye Torch Metals Co. Ltd.)",,,Active,350,"metric tons per year",,847
